name,type,municipality,district,region,postalCode,latitude,longitude,slug
Kostojevići,Selo,,Zlatibor,Central Serbia,,44.01058,19.68925,kostojevići-zlatibor-2
Božići,Selo,,Zlatibor,Central Serbia,,44.0223,19.6614,božići-zlatibor
Milatovići,Selo,,Zlatibor,Central Serbia,,44.02406,19.62414,milatovići-zlatibor
Babići,Selo,,Zlatibor,Central Serbia,,44.01497,19.68191,babići-zlatibor-1
Mitrovići,Selo,,Zlatibor,Central Serbia,,44.01219,19.7026,mitrovići-zlatibor-1
Bogdanovići,Selo,,Zlatibor,Central Serbia,,44.0179,19.70831,bogdanovići-zlatibor-2
Bajnovače,Selo,,Zlatibor,Central Serbia,,44.00724,19.72671,bajnovače
Stjepanovići,Selo,,Zlatibor,Central Serbia,,44.00928,19.7373,stjepanovići
Tomići,Selo,,Zlatibor,Central Serbia,,44.01588,19.74193,tomići-zlatibor-1
Ðurđići,Selo,,Zlatibor,Central Serbia,,44.01407,19.72284,ðurđići-zlatibor
Mandići,Selo,,Zlatibor,Central Serbia,,44.01583,19.72722,mandići-zlatibor-1
Kuzmići,Selo,,Zlatibor,Central Serbia,,44.02663,19.74184,kuzmići
Milanovići,Selo,,Zlatibor,Central Serbia,,44.02611,19.73639,milanovići-zlatibor-1
Knježevići,Selo,,Zlatibor,Central Serbia,,44.02344,19.70259,knježevići
Lipovac,Selo,,Zlatibor,Central Serbia,,44.02333,19.70222,lipovac-zlatibor
Kuzmanci,Selo,,Zlatibor,Central Serbia,,44.01729,19.68686,kuzmanci-zlatibor
Šapari,Selo,,Zlatibor,Central Serbia,,44.02344,19.68298,šapari
Bratičevići,Selo,,Zlatibor,Central Serbia,,44.03417,19.68667,bratičevići
Kovačevići,Selo,,Zlatibor,Central Serbia,,44.04103,19.66045,kovačevići-zlatibor-1
Bare,Selo,,Zlatibor,Central Serbia,,44.052,19.63275,bare-zlatibor-4
Ilići,Selo,,Zlatibor,Central Serbia,,44.04528,19.63694,ilići-zlatibor-1
Sekulići,Selo,,Zlatibor,Central Serbia,,44.05222,19.65056,sekulići-zlatibor
Glavačići,Selo,,Zlatibor,Central Serbia,,44.04486,19.65042,glavačići
Pajići,Selo,,Zlatibor,Central Serbia,,44.04861,19.67083,pajići-zlatibor
Petrovići,Selo,,Zlatibor,Central Serbia,,44.03781,19.71035,petrovići-zlatibor-1
Draževac,Selo,,Zlatibor,Central Serbia,,44.03306,19.70417,draževac-zlatibor
Markovići,Selo,,Zlatibor,Central Serbia,,44.03639,19.71972,markovići-zlatibor-3
Selište,Selo,,Zlatibor,Central Serbia,,44.05481,19.73188,selište-zlatibor-1
Gladovići,Selo,,Zlatibor,Central Serbia,,44.0621,19.73173,gladovići
Matići,Selo,,Zlatibor,Central Serbia,,44.06452,19.7176,matići-zlatibor-3
Blagojevići,Selo,,Zlatibor,Central Serbia,,44.05431,19.70249,blagojevići-zlatibor-1
Milutinovići,Selo,,Zlatibor,Central Serbia,,44.04833,19.70694,milutinovići-zlatibor
Kozjak,Selo,,Zlatibor,Central Serbia,,44.05943,19.63425,kozjak-zlatibor
Kraljevac,Selo,,Zlatibor,Central Serbia,,44.05917,19.63417,kraljevac-zlatibor
Ovčinjsko Polje,Selo,,Zlatibor,Central Serbia,,44.05247,19.60585,ovčinjsko-polje
Grubetići,Selo,,Zlatibor,Central Serbia,,44.07311,19.63849,grubetići
Aleksići,Selo,,Zlatibor,Central Serbia,,44.08492,19.64776,aleksići-zlatibor
Todorovići,Selo,,Zlatibor,Central Serbia,,44.0784,19.6586,todorovići-zlatibor-1
Vujetići,Selo,,Zlatibor,Central Serbia,,44.07701,19.69582,vujetići
Ranići,Selo,,Zlatibor,Central Serbia,,44.06753,19.70671,ranići
Potočari,Selo,,Zlatibor,Central Serbia,,44.07104,19.72346,potočari-zlatibor-1
Grujići,Selo,,Zlatibor,Central Serbia,,44.07885,19.74096,grujići-zlatibor
Lazice,Selo,,Zlatibor,Central Serbia,,44.10416,19.70442,lazice
Tejići,Selo,,Zlatibor,Central Serbia,,44.11299,19.68019,tejići
Barati,Selo,,Zlatibor,Central Serbia,,44.1102,19.69153,barati
Ćarkovići,Selo,,Zlatibor,Central Serbia,,44.09106,19.68079,ćarkovići
Obodnja,Selo,,Zlatibor,Central Serbia,,44.07787,19.63266,obodnja
Karanovići,Selo,,Zlatibor,Central Serbia,,44.08479,19.62594,karanovići
Pestenje,Selo,,Zlatibor,Central Serbia,,44.09261,19.62706,pestenje
Perušići,Selo,,Zlatibor,Central Serbia,,44.12083,19.63278,perušići
Gornja Trešnjica,Selo,,Macva,Central Serbia,,44.13194,19.50583,gornja-trešnjica-macva-2
Gornja Trešnjica,Selo,,Macva,Central Serbia,,44.13665,19.51786,gornja-trešnjica-macva-3
Rekljača,Selo,,Macva,Central Serbia,,44.1389,19.53285,rekljača
Potočari,Selo,,Macva,Central Serbia,,44.12972,19.52944,potočari-macva
Rubežića,Selo,,Macva,Central Serbia,,44.13604,19.53168,rubežića
Kovačić,Selo,,Macva,Central Serbia,,44.14639,19.50139,kovačić
Zabrđe,Selo,,Macva,Central Serbia,,44.14607,19.51522,zabrđe-macva
Bijela,Selo,,Macva,Central Serbia,,44.14444,19.52667,bijela
Drlače,Selo,,Macva,Central Serbia,,44.15167,19.50417,drlače-macva-2
Miroš,Selo,,Macva,Central Serbia,,44.14879,19.54806,miroš
Ravna,Selo,,Macva,Central Serbia,,44.15516,19.55125,ravna-macva
Postenje,Selo,,Macva,Central Serbia,,44.1404,19.56183,postenje-macva-2
Vrelo,Selo,,Macva,Central Serbia,,44.15128,19.60278,vrelo-macva
Jevtići,Selo,,Macva,Central Serbia,,44.14421,19.62566,jevtići-macva-3
Mojići,Selo,,Kolubara,Central Serbia,,44.17216,19.74342,mojići
Krstići,Selo,,Kolubara,Central Serbia,,44.18205,19.72959,krstići-kolubara
Vujići,Selo,,Kolubara,Central Serbia,,44.18196,19.71544,vujići-kolubara
Zmajevac,Selo,,Macva,Central Serbia,,44.16113,19.62587,zmajevac-macva
Miličići,Selo,,Macva,Central Serbia,,44.16469,19.50691,miličići
Leović,Selo,,Macva,Central Serbia,,44.19951,19.5137,leović-macva-2
Jevtići,Selo,,Macva,Central Serbia,,44.19639,19.49917,jevtići-macva-4
Gornja Bukovica,Selo,,Macva,Central Serbia,,44.19694,19.51444,gornja-bukovica-macva-2
Novakovići,Selo,,Macva,Central Serbia,,44.20189,19.52463,novakovići-macva
Orovička Planina,Selo,,Macva,Central Serbia,,44.20333,19.58194,orovička-planina
Gijići,Selo,,Macva,Central Serbia,,44.22611,19.50111,gijići
Petakovići,Selo,,Macva,Central Serbia,,44.21222,19.54306,petakovići
Stojanovići,Selo,,Kolubara,Central Serbia,,44.25505,19.60312,stojanovići-kolubara
Rebeljske Njive,Selo,,Kolubara,Central Serbia,,44.18667,19.61083,rebeljske-njive
Drenović,Selo,,Kolubara,Central Serbia,,44.24528,19.63722,drenović
Savići,Selo,,Kolubara,Central Serbia,,44.24611,19.66389,savići-kolubara-2
Mladenovići,Selo,,Kolubara,Central Serbia,,44.24861,19.67583,mladenovići-kolubara
Birčani,Selo,,Kolubara,Central Serbia,,44.24611,19.68111,birčani-kolubara-2
Pod Velež,Selo,,Kolubara,Central Serbia,,44.23472,19.66694,pod-velež
Kucine,Selo,,Kolubara,Central Serbia,,44.22889,19.66944,kucine
Markovići,Selo,,Kolubara,Central Serbia,,44.19667,19.65944,markovići-kolubara-2
Lažani,Selo,,Kolubara,Central Serbia,,44.20806,19.67167,lažani
Bebići,Selo,,Kolubara,Central Serbia,,44.18876,19.69242,bebići
Lukarići,Selo,,Kolubara,Central Serbia,,44.20505,19.70694,lukarići
Mijači,Selo,,Kolubara,Central Serbia,,44.21367,19.70907,mijači
Adžići,Selo,,Kolubara,Central Serbia,,44.23193,19.71317,adžići-kolubara
Jakovljevići,Selo,,Kolubara,Central Serbia,,44.2425,19.71667,jakovljevići
Poćuta,Selo,,Kolubara,Central Serbia,,44.21064,19.73275,poćuta
Džaveri,Selo,,Kolubara,Central Serbia,,44.19917,19.73333,džaveri
Bobići,Selo,,Kolubara,Central Serbia,,44.24694,19.59111,bobići
Čavina,Selo,,Kolubara,Central Serbia,,44.24806,19.64972,čavina
Begovići,Selo,,Kolubara,Central Serbia,,44.19611,19.70389,begovići
Arsići,Selo,,Kolubara,Central Serbia,,44.18,19.69417,arsići-kolubara
Garevine,Selo,,Macva,Central Serbia,,44.18744,19.53409,garevine
Janjići,Selo,,Macva,Central Serbia,,44.1842,19.52809,janjići
Radojcići,Selo,,Macva,Central Serbia,,44.17099,19.53234,radojcići
Petkovići,Selo,,Kolubara,Central Serbia,,44.175,19.71889,petkovići-kolubara
Gredine,Selo,,Zlatibor,Central Serbia,,44.13303,19.63206,gredine
Ljubača,Selo,,Macva,Central Serbia,,44.1325,19.51278,ljubača
Jelašine,Selo,,Macva,Central Serbia,,44.12111,19.50861,jelašine
Popovići,Selo,,Macva,Central Serbia,,44.13083,19.53583,popovići-macva-5
Kovačevići,Selo,,Macva,Central Serbia,,44.12472,19.54611,kovačevići-macva-5
Ðorđevići,Selo,,Macva,Central Serbia,,44.11583,19.54639,ðorđevići-macva-2
Križevac,Selo,,Macva,Central Serbia,,44.10417,19.51139,križevac-macva
Obradovići,Selo,,Zlatibor,Central Serbia,,44.09806,19.50944,obradovići-zlatibor-1
Nikšići,Selo,,Zlatibor,Central Serbia,,44.08528,19.70667,nikšići-zlatibor
Josipovići,Selo,,Zlatibor,Central Serbia,,44.05345,19.68093,josipovići-zlatibor
Nikolići,Selo,,Zlatibor,Central Serbia,,43.9975,19.73806,nikolići-zlatibor-2
Vinčići,Selo,,Zlatibor,Central Serbia,,44.07278,19.65639,vinčići
Krstići,Selo,,Zlatibor,Central Serbia,,44.08306,19.63111,krstići-zlatibor
Ðukići,Selo,,Zlatibor,Central Serbia,,44.08667,19.63417,ðukići-zlatibor
Drenovac,Selo,,Zlatibor,Central Serbia,,44.07389,19.58028,drenovac-zlatibor
Bobovac,Selo,,Zlatibor,Central Serbia,,44.07222,19.595,bobovac
Silja,Selo,,Zlatibor,Central Serbia,,44.09917,19.59222,silja
Dolovi,Selo,,Zlatibor,Central Serbia,,44.09639,19.59028,dolovi-zlatibor-1
Lještanci,Selo,,Zlatibor,Central Serbia,,44.0875,19.52833,lještanci
Mitrovići,Selo,,Zlatibor,Central Serbia,,44.08444,19.52056,mitrovići-zlatibor-2
Vratna,Selo,,Zlatibor,Central Serbia,,44.0625,19.56694,vratna-zlatibor
Luka,Selo,,Zlatibor,Central Serbia,,44.07472,19.62583,luka-zlatibor
Kojići,Selo,,Zlatibor,Central Serbia,,43.99727,19.64721,kojići-zlatibor
Obodnik,Selo,,Zlatibor,Central Serbia,,44.00333,19.68861,obodnik
Vučak,Selo,,Zlatibor,Central Serbia,,44.02222,19.73222,vučak-zlatibor
Paklje,Selo,,Kolubara,Central Serbia,,44.2451,19.77528,paklje-kolubara-2
Sušica,Selo,,Kolubara,Central Serbia,,44.22778,19.74611,sušica-kolubara-2
Petrovići,Selo,,Kolubara,Central Serbia,,44.20417,19.75389,petrovići-kolubara
Ðuričići,Selo,,Kolubara,Central Serbia,,44.19806,19.74639,ðuričići-kolubara
Dželati,Selo,,Kolubara,Central Serbia,,44.18944,19.74694,dželati
Maričići,Selo,,Kolubara,Central Serbia,,44.18278,19.74667,maričići
Milovac,Selo,,Kolubara,Central Serbia,,44.19056,19.76861,milovac
Mitrovići,Selo,,Kolubara,Central Serbia,,44.15848,19.74764,mitrovići-kolubara-2
Taor,Selo,,Kolubara,Central Serbia,,44.10195,19.79795,taor-kolubara-2
Jevtovići,Selo,,Kolubara,Central Serbia,,44.10306,19.79389,jevtovići-kolubara
Delići,Selo,,Zlatibor,Central Serbia,,44.08806,19.78222,delići-zlatibor-2
Objanovica,Selo,,Zlatibor,Central Serbia,,44.09916,19.77775,objanovica
Gornji Drajići,Selo,,Zlatibor,Central Serbia,,44.08389,19.76222,gornji-drajići
Donji Drajići,Selo,,Zlatibor,Central Serbia,,44.06833,19.78556,donji-drajići
Popovina,Selo,,Zlatibor,Central Serbia,,44.06556,19.76472,popovina
Matići,Selo,,Zlatibor,Central Serbia,,44.06944,19.76028,matići-zlatibor-4
Janići,Selo,,Zlatibor,Central Serbia,,44.05778,19.775,janići-zlatibor-1
Ljutača,Selo,,Zlatibor,Central Serbia,,44.05444,19.78167,ljutača
Pantići,Selo,,Zlatibor,Central Serbia,,44.04861,19.78694,pantići-zlatibor-2
Veselinovići,Selo,,Zlatibor,Central Serbia,,44.04528,19.77278,veselinovići-zlatibor-1
Minići,Selo,,Zlatibor,Central Serbia,,44.05722,19.75694,minići
Zekanovići,Selo,,Zlatibor,Central Serbia,,44.04111,19.76694,zekanovići
Gornja Pološnica,Selo,,Zlatibor,Central Serbia,,44.04399,19.78987,gornja-pološnica-zlatibor-2
Zekići,Selo,,Zlatibor,Central Serbia,,44.04472,19.79361,zekići
Purići,Selo,,Zlatibor,Central Serbia,,44.03944,19.78806,purići-zlatibor-1
Rekovac,Selo,,Zlatibor,Central Serbia,,44.03498,19.77749,rekovac-zlatibor
Nikolići,Selo,,Zlatibor,Central Serbia,,44.03333,19.78056,nikolići-zlatibor-3
Ðokići,Selo,,Zlatibor,Central Serbia,,44.03417,19.795,ðokići-zlatibor-1
Tripkovići,Selo,,Zlatibor,Central Serbia,,44.02583,19.78361,tripkovići-zlatibor-1
Pindžići,Selo,,Zlatibor,Central Serbia,,44.02333,19.79583,pindžići
Stankići,Selo,,Zlatibor,Central Serbia,,43.9965,19.78294,stankići
Jastrebovac,Selo,,Zlatibor,Central Serbia,,44.01778,19.7775,jastrebovac
Katići,Selo,,Zlatibor,Central Serbia,,44.0175,19.75194,katići-zlatibor
Arsići,Selo,,Zlatibor,Central Serbia,,44.02972,19.75694,arsići-zlatibor
Teofilevići,Selo,,Zlatibor,Central Serbia,,44.01384,19.76421,teofilevići
Mačkovac,Selo,,Zlatibor,Central Serbia,,44.01083,19.76472,mačkovac-zlatibor
Bjelik,Selo,,Zlatibor,Central Serbia,,44.00794,19.77059,bjelik
Bašići,Selo,,Zlatibor,Central Serbia,,44.00583,19.79333,bašići
Donji Sakar,Selo,,Macva,Central Serbia,,44.35755,19.12227,donji-sakar
Gornji Čitluk,Selo,,Macva,Central Serbia,,44.3067,19.17439,gornji-čitluk
Gornja Crvica,Selo,,Zlatibor,Central Serbia,,43.99791,19.58867,gornja-crvica
Vranovina,Selo,,Zlatibor,Central Serbia,,44.10083,19.53306,vranovina-zlatibor-1
Donja Pološnica,Selo,,Zlatibor,Central Serbia,,44.01357,19.82706,donja-pološnica
Donji Puljezi,Selo,,Kolubara,Central Serbia,,44.30083,19.52944,donji-puljezi
Pribojska Goleša,Selo,,Zlatibor,Central Serbia,,43.50176,19.51362,pribojska-goleša-zlatibor-1
Šarulje,Selo,,Zlatibor,Central Serbia,,43.50682,19.46135,šarulje
Radojići,Selo,,Zlatibor,Central Serbia,,43.50813,19.47833,radojići-zlatibor-1
Ðurovići,Selo,,Zlatibor,Central Serbia,,43.51178,19.49375,ðurovići-zlatibor
Radava,Selo,,Zlatibor,Central Serbia,,43.52139,19.45667,radava
Kokošice,Selo,,Zlatibor,Central Serbia,,43.51726,19.44404,kokošice
Radanovići,Selo,,Zlatibor,Central Serbia,,43.51031,19.44187,radanovići-zlatibor
Strmac,Selo,,Zlatibor,Central Serbia,,43.49941,19.4376,strmac-zlatibor-1
Crnetići,Selo,,Zlatibor,Central Serbia,,43.50304,19.40283,crnetići-zlatibor-1
Zagradina,Selo,,Zlatibor,Central Serbia,,43.50686,19.39526,zagradina
Kula,Selo,,Zlatibor,Central Serbia,,43.50998,19.41637,kula-zlatibor-1
Hercegovačka Goleša,Selo,,Zlatibor,Central Serbia,,43.51449,19.42101,hercegovačka-goleša
Ravan,Selo,,Zlatibor,Central Serbia,,43.51844,19.40558,ravan-zlatibor-2
Velika Njiva,Selo,,Zlatibor,Central Serbia,,43.52609,19.42197,velika-njiva-zlatibor-1
Poljana,Selo,,Zlatibor,Central Serbia,,43.53201,19.41519,poljana-zlatibor
Bjelošica,Selo,,Zlatibor,Central Serbia,,43.53058,19.4415,bjelošica
Dobra Voda,Selo,,Zlatibor,Central Serbia,,43.53667,19.43583,dobra-voda-zlatibor
Repuševići,Selo,,Zlatibor,Central Serbia,,43.54245,19.39266,repuševići
Crnugovići,Selo,,Zlatibor,Central Serbia,,43.53694,19.39332,crnugovići
Masnice,Selo,,Zlatibor,Central Serbia,,43.51794,19.38873,masnice
Rijeka,Selo,,Zlatibor,Central Serbia,,43.52317,19.38765,rijeka-zlatibor
Vrelo,Selo,,Zlatibor,Central Serbia,,43.5243,19.37506,vrelo-zlatibor-1
Ljubatovići,Selo,,Zlatibor,Central Serbia,,43.50891,19.38218,ljubatovići
Donji Krajčinovići,Selo,,Zlatibor,Central Serbia,,43.50414,19.35417,donji-krajčinovići
Zabrnjica,Selo,,Zlatibor,Central Serbia,,43.51333,19.36444,zabrnjica-zlatibor-2
Mumikole,Selo,,Zlatibor,Central Serbia,,43.5135,19.34972,mumikole
Bošnjak,Selo,,Zlatibor,Central Serbia,,43.50073,19.34228,bošnjak-zlatibor
Penezići,Selo,,Zlatibor,Central Serbia,,43.52,19.3325,penezići
Zabrnjica,Selo,,Zlatibor,Central Serbia,,43.51745,19.35409,zabrnjica-zlatibor-3
Brižići,Selo,,Zlatibor,Central Serbia,,43.51778,19.36167,brižići
Šiljci,Selo,,Zlatibor,Central Serbia,,43.52869,19.34003,šiljci-zlatibor-1
Poblaće,Selo,,Zlatibor,Central Serbia,,43.50731,19.25322,poblaće
Brančići,Selo,,Zlatibor,Central Serbia,,43.50396,19.24985,brančići-zlatibor-1
Židovići,Selo,,Zlatibor,Central Serbia,,43.50417,19.23397,židovići
Kukorovići,Selo,,Zlatibor,Central Serbia,,43.51236,19.23006,kukorovići
Podurvine,Selo,,Zlatibor,Central Serbia,,43.51333,19.25278,podurvine
Sočice,Selo,,Zlatibor,Central Serbia,,43.50611,19.29138,sočice-zlatibor-2
Koštica,Selo,,Zlatibor,Central Serbia,,43.50076,19.27947,koštica
Donji Dragovići,Selo,,Zlatibor,Central Serbia,,43.50749,19.27268,donji-dragovići
Gornji Dragovići,Selo,,Zlatibor,Central Serbia,,43.51155,19.27836,gornji-dragovići
Zabrdo,Selo,,Zlatibor,Central Serbia,,43.50577,19.30079,zabrdo-zlatibor-2
Radaje,Selo,,Zlatibor,Central Serbia,,43.50079,19.32016,radaje
Mednjica,Selo,,Zlatibor,Central Serbia,,43.52861,19.31167,mednjica
Kućerine,Selo,,Zlatibor,Central Serbia,,43.53444,19.32306,kućerine
Križevac,Selo,,Zlatibor,Central Serbia,,43.53778,19.33194,križevac-zlatibor-1
Zabrđe,Selo,,Zlatibor,Central Serbia,,43.56973,19.3272,zabrđe-zlatibor-3
Lisičina,Selo,,Zlatibor,Central Serbia,,43.57063,19.31925,lisičina
Zabrđe,Selo,,Zlatibor,Central Serbia,,43.56298,19.34014,zabrđe-zlatibor-4
Četanje,Selo,,Zlatibor,Central Serbia,,43.56527,19.35845,četanje
Aluge,Selo,,Zlatibor,Central Serbia,,43.56984,19.34464,aluge-zlatibor
Bara,Selo,,Zlatibor,Central Serbia,,43.57656,19.35844,bara-zlatibor-1
Prisoj,Selo,,Zlatibor,Central Serbia,,43.57797,19.33199,prisoj-zlatibor
Sutjeska,Selo,,Zlatibor,Central Serbia,,43.58146,19.35036,sutjeska-zlatibor
Sjeverin,Selo,,Zlatibor,Central Serbia,,43.59,19.37889,sjeverin-zlatibor-2
Živinice,Selo,,Zlatibor,Central Serbia,,43.57833,19.38528,živinice-zlatibor-2
Lukavica,Selo,,Zlatibor,Central Serbia,,43.56604,19.38609,lukavica-zlatibor
Meceljevo Brdo,Selo,,Zlatibor,Central Serbia,,43.55814,19.37288,meceljevo-brdo
Batkovići,Selo,,Zlatibor,Central Serbia,,43.55822,19.38814,batkovići-zlatibor-2
Stupovi,Selo,,Zlatibor,Central Serbia,,43.56639,19.39972,stupovi
Raskrsnica,Selo,,Zlatibor,Central Serbia,,43.53652,19.49515,raskrsnica-zlatibor-1
Vrbova,Selo,,Zlatibor,Central Serbia,,43.55191,19.49431,vrbova
Svračinac,Selo,,Zlatibor,Central Serbia,,43.54253,19.48249,svračinac
Požegrmac,Selo,,Zlatibor,Central Serbia,,43.54117,19.46348,požegrmac-zlatibor-2
Okrajak,Selo,,Zlatibor,Central Serbia,,43.53666,19.46695,okrajak
Zahrast,Selo,,Zlatibor,Central Serbia,,43.53439,19.47915,zahrast
Žirča,Selo,,Zlatibor,Central Serbia,,43.54141,19.44419,žirča-zlatibor
Radojići,Selo,,Zlatibor,Central Serbia,,43.559,19.45424,radojići-zlatibor-2
Polje,Selo,,Zlatibor,Central Serbia,,43.56234,19.47334,polje-zlatibor-1
Jabuke,Selo,,Zlatibor,Central Serbia,,43.55874,19.48092,jabuke-zlatibor-1
Dolovi,Selo,,Zlatibor,Central Serbia,,43.56875,19.46192,dolovi-zlatibor-2
Ravan,Selo,,Zlatibor,Central Serbia,,43.55043,19.46585,ravan-zlatibor-3
Ovcenica,Selo,,Zlatibor,Central Serbia,,43.55056,19.45267,ovcenica
Kasidoli,Selo,,Zlatibor,Central Serbia,,43.56172,19.45503,kasidoli-zlatibor-2
Lukova Glava,Selo,,Zlatibor,Central Serbia,,43.53872,19.25535,lukova-glava
Gornji Strojlovići,Selo,,Zlatibor,Central Serbia,,43.53944,19.26778,gornji-strojlovići
Donji Strojlovići,Selo,,Zlatibor,Central Serbia,,43.54256,19.27338,donji-strojlovići
Smajlovići,Selo,,Zlatibor,Central Serbia,,43.55693,19.27526,smajlovići
Milanovići,Selo,,Zlatibor,Central Serbia,,43.5608,19.25913,milanovići-zlatibor-2
Strmac,Selo,,Zlatibor,Central Serbia,,43.56889,19.27306,strmac-zlatibor-2
Omladak,Selo,,Zlatibor,Central Serbia,,43.57389,19.25833,omladak
Strmac,Selo,,Zlatibor,Central Serbia,,43.5714,19.26917,strmac-zlatibor-3
Bubetići,Selo,,Zlatibor,Central Serbia,,43.57894,19.27323,bubetići
Slavotići,Selo,,Zlatibor,Central Serbia,,43.58056,19.25389,slavotići
Sinanovići,Selo,,Zlatibor,Central Serbia,,43.57081,19.28622,sinanovići
Voskovina,Selo,,Zlatibor,Central Serbia,,43.5875,19.28028,voskovina
Petibor,Selo,,Zlatibor,Central Serbia,,43.5875,19.29972,petibor
Podjavorje,Selo,,Zlatibor,Central Serbia,,43.56514,19.30435,podjavorje
Čepalije,Selo,,Zlatibor,Central Serbia,,43.59414,19.27156,čepalije
Gaočići,Selo,,Zlatibor,Central Serbia,,43.96215,19.40624,gaočići
Knezovi,Selo,,Zlatibor,Central Serbia,,43.97657,19.26063,knezovi
Kovačevići,Selo,,Zlatibor,Central Serbia,,43.97386,19.27338,kovačevići-zlatibor-2
Matići,Selo,,Zlatibor,Central Serbia,,43.95965,19.26897,matići-zlatibor-5
Cosići,Selo,,Zlatibor,Central Serbia,,43.96243,19.28539,cosići
Galine,Selo,,Zlatibor,Central Serbia,,43.9561,19.29736,galine
Požar,Selo,,Zlatibor,Central Serbia,,43.95416,19.33779,požar
Kozla,Selo,,Zlatibor,Central Serbia,,43.95592,19.35001,kozla
Sedaljka,Selo,,Zlatibor,Central Serbia,,43.94883,19.3562,sedaljka
Aluga,Selo,,Zlatibor,Central Serbia,,43.95111,19.36778,aluga-zlatibor
Križevac,Selo,,Zlatibor,Central Serbia,,43.94402,19.34264,križevac-zlatibor-2
Andrići,Selo,,Zlatibor,Central Serbia,,43.93918,19.33121,andrići-zlatibor
Jokići,Selo,,Zlatibor,Central Serbia,,43.92785,19.3355,jokići-zlatibor-1
Kremići,Selo,,Zlatibor,Central Serbia,,43.9303,19.35341,kremići
Petrovići,Selo,,Zlatibor,Central Serbia,,43.92691,19.35631,petrovići-zlatibor-2
Kamenjača,Selo,,Zlatibor,Central Serbia,,43.93818,19.37281,kamenjača-zlatibor-1
Perućac,Selo,,Zlatibor,Central Serbia,,43.95786,19.42543,perućac-zlatibor-2
Simići,Selo,,Zlatibor,Central Serbia,,43.95258,19.449,simići-zlatibor-2
Ljuboš,Selo,,Zlatibor,Central Serbia,,43.9492,19.46845,ljuboš
Zaugline,Selo,,Zlatibor,Central Serbia,,43.9489,19.49685,zaugline-zlatibor-2
Kruščica,Selo,,Zlatibor,Central Serbia,,43.89856,19.3814,kruščica-zlatibor-3
Jevtići,Selo,,Zlatibor,Central Serbia,,43.87236,19.41246,jevtići-zlatibor
Bjeluša,Selo,,Zlatibor,Central Serbia,,43.89087,19.38341,bjeluša-zlatibor-2
Milekići,Selo,,Zlatibor,Central Serbia,,43.88689,19.40172,milekići-zlatibor-2
Vežanja,Selo,,Zlatibor,Central Serbia,,43.87922,19.39374,vežanja
Lazići,Selo,,Zlatibor,Central Serbia,,43.86184,19.41122,lazići-zlatibor-1
Popovići,Selo,,Zlatibor,Central Serbia,,43.85847,19.41234,popovići-zlatibor-2
Mitrovac,Selo,,Zlatibor,Central Serbia,,43.92149,19.4237,mitrovac-zlatibor-1
Donje Karaklije,Selo,,Zlatibor,Central Serbia,,43.88672,19.34255,donje-karaklije
Gornje Karaklije,Selo,,Zlatibor,Central Serbia,,43.88271,19.32971,gornje-karaklije
Pečenice,Selo,,Zlatibor,Central Serbia,,43.8762,19.34247,pečenice
Rajaci,Selo,,Zlatibor,Central Serbia,,43.8629,19.3402,rajaci
Nikolići,Selo,,Zlatibor,Central Serbia,,43.85908,19.34917,nikolići-zlatibor-4
Marići,Selo,,Zlatibor,Central Serbia,,43.85851,19.36514,marići-zlatibor
Vasilići,Selo,,Zlatibor,Central Serbia,,43.86759,19.36596,vasilići-zlatibor-1
Mandići,Selo,,Zlatibor,Central Serbia,,43.86422,19.38636,mandići-zlatibor-2
Filipovići,Selo,,Zlatibor,Central Serbia,,43.85321,19.38573,filipovići-zlatibor-1
Stanišići,Selo,,Zlatibor,Central Serbia,,43.8548,19.36928,stanišići-zlatibor
Bare,Selo,,Zlatibor,Central Serbia,,43.84753,19.37073,bare-zlatibor-5
Jezdići,Selo,,Zlatibor,Central Serbia,,43.87222,19.36889,jezdići
Rujevice,Selo,,Zlatibor,Central Serbia,,43.8301,19.38064,rujevice
Trifkovići,Selo,,Zlatibor,Central Serbia,,43.83629,19.39632,trifkovići
Ðurići,Selo,,Zlatibor,Central Serbia,,43.84974,19.41059,ðurići-zlatibor-1
Milekići,Selo,,Zlatibor,Central Serbia,,43.82685,19.4904,milekići-zlatibor-3
Timotijevići,Selo,,Zlatibor,Central Serbia,,43.82339,19.47268,timotijevići
Podstenje,Selo,,Zlatibor,Central Serbia,,43.82258,19.49032,podstenje
Tetrebica,Selo,,Zlatibor,Central Serbia,,43.81837,19.38217,tetrebica
Ðurići,Selo,,Zlatibor,Central Serbia,,43.84678,19.40935,ðurići-zlatibor-2
Jezdimirovići,Selo,,Zlatibor,Central Serbia,,43.80394,19.45879,jezdimirovići-zlatibor
Tošići,Selo,,Zlatibor,Central Serbia,,43.80136,19.46172,tošići-zlatibor
Spasojevići,Selo,,Zlatibor,Central Serbia,,43.79472,19.41484,spasojevići
Podstolac,Selo,,Zlatibor,Central Serbia,,43.79584,19.43772,podstolac
Vujići,Selo,,Zlatibor,Central Serbia,,43.78986,19.45251,vujići-zlatibor
Filipovići,Selo,,Zlatibor,Central Serbia,,43.79866,19.48046,filipovići-zlatibor-2
Manteše,Selo,,Zlatibor,Central Serbia,,43.80528,19.48806,manteše
Suvi Potok,Selo,,Zlatibor,Central Serbia,,43.77966,19.47637,suvi-potok
