name,type,municipality,district,region,postalCode,latitude,longitude,slug
Danjino Selo,Selo,,Pcinja,Central Serbia,,42.73934,22.18149,danjino-selo
Ðala,Selo,,North Banat,Vojvodina,,46.15155,20.11073,ðala
Ðakus,Selo,,Toplica,Central Serbia,,43.22377,21.71942,ðakus
Ðakovo,Selo,,Raska,Central Serbia,,43.52425,20.51292,ðakovo
Ðake,Selo,,Toplica,Central Serbia,,42.97728,21.41165,ðake
Dajići,Selo,,Morava,Central Serbia,,43.40872,20.31254,dajići
Dadince,Selo,,Jablanica,Central Serbia,,42.9296,22.12404,dadince
Dabinovac,Selo,,Toplica,Central Serbia,,43.04902,21.20771,dabinovac
Cvetovac,Selo,,Belgrade,Central Serbia,,44.48333,20.26667,cvetovac
Cvetojevac,Selo,,Sumadija,Central Serbia,,44.06911,20.97665,cvetojevac
Cvetanovac,Selo,,Kolubara,Central Serbia,,44.24704,20.2574,cvetanovac
Ćuštica,Selo,,Zajecar,Central Serbia,,43.36201,22.52443,ćuštica
Čurug,Selo,,South Backa,Vojvodina,,45.47221,20.06861,čurug
Ćurlina,Selo,,Nisava,Central Serbia,,43.25998,21.88579,ćurlina
Ćurkovica,Selo,,Pcinja,Central Serbia,,42.68955,22.19298,ćurkovica-pcinja-1
Konjarci,Selo,,Pcinja,Central Serbia,,42.43353,21.99078,konjarci
Ćuprija,Grad,,Pomoravlje,Central Serbia,,43.9275,21.37,ćuprija
Čungula,Selo,,Toplica,Central Serbia,,43.24606,21.30877,čungula
Čumić,Selo,,Sumadija,Central Serbia,,44.1476,20.78212,čumić
Čulije,Selo,,Raska,Central Serbia,,42.94048,20.4315,čulije
Čukurovac,Selo,,Nisava,Central Serbia,,43.43453,21.63659,čukurovac
Čukovac,Selo,,Jablanica,Central Serbia,,43.08312,21.73682,čukovac-jablanica
Ćukovac,Selo,,Pcinja,Central Serbia,,42.51806,21.94209,ćukovac
Čukote,Selo,,Raska,Central Serbia,,43.08757,20.27312,čukote
Čukojevac,Selo,,Raska,Central Serbia,,43.7111,20.83616,čukojevac
Čukljenik,Selo,,Nisava,Central Serbia,,43.2726,22.0747,čukljenik-nisava
Čukljenik,Selo,,Jablanica,Central Serbia,,42.8706,21.9586,čukljenik-jablanica
Čukarica,Grad,,Belgrade,Central Serbia,,44.7825,20.42028,čukarica
Čučale,Selo,,Toplica,Central Serbia,,43.32411,21.2129,čučale
Čubura,Selo,,Nisava,Central Serbia,,43.6675,21.53475,čubura-nisava-1
Čubura,Selo,,Nisava,Central Serbia,,43.33163,21.61816,čubura-nisava-2
Čubra,Selo,,Bor,Central Serbia,,44.19003,22.46763,čubra
Crvenje,Selo,,Zajecar,Central Serbia,,43.52793,22.26355,crvenje
Crveni Grad,Selo,,Pcinja,Central Serbia,,42.4362,22.26128,crveni-grad
Crveni Breg,Selo,,Pirot,Central Serbia,,43.27917,22.21691,crveni-breg-pirot
Crveni Breg,Selo,,Jablanica,Central Serbia,,42.82279,22.19609,crveni-breg-jablanica
Crvenčevo,Selo,,Pirot,Central Serbia,,43.22786,22.49425,crvenčevo
Crvena Reka,Selo,,Pirot,Central Serbia,,43.27166,22.23283,crvena-reka
Crvena Jabuka,Selo,,Kolubara,Central Serbia,,44.50415,20.09242,crvena-jabuka-kolubara
Crvena Jabuka,Selo,,Pirot,Central Serbia,,42.90877,22.46117,crvena-jabuka-pirot
Crvena Crkva,Selo,,South Banat,Vojvodina,,44.90028,21.36528,crvena-crkva
Crnovce,Selo,,Pcinja,Central Serbia,,42.41287,22.07209,crnovce
Crnotince,Selo,,Pcinja,Central Serbia,,42.35806,21.69972,crnotince
Crnoštica,Selo,,Pcinja,Central Serbia,,42.46298,22.36278,crnoštica
Crnomasnica,Selo,,Bor,Central Serbia,,44.06653,22.5459,crnomasnica
Crnoljevica,Selo,,Nisava,Central Serbia,,43.38626,22.19166,crnoljevica
Crnoklište,Selo,,Pirot,Central Serbia,,43.23376,22.46758,crnoklište
Crni Vrh,Selo,,Zajecar,Central Serbia,,43.40649,22.5862,crni-vrh-zajecar
Crni Vrh,Selo,,Jablanica,Central Serbia,,42.86689,21.60921,crni-vrh-jablanica
Crni Vrh,Selo,,Pcinja,Central Serbia,,42.5187,22.13382,crni-vrh-pcinja
Crni Lug,Selo,,Pcinja,Central Serbia,,42.47168,21.88353,crni-lug
Crni Kao,Selo,,Sumadija,Central Serbia,,44.17773,21.03583,crni-kao-sumadija
Crni Kao,Selo,,Nisava,Central Serbia,,43.66517,21.62172,crni-kao-nisava
Crnče,Selo,,Pomoravlje,Central Serbia,,43.99071,21.15117,crnče-pomoravlje
Crnče,Selo,,Pirot,Central Serbia,,43.30845,22.16539,crnče-pirot
Crna Trava,Grad,,Jablanica,Central Serbia,,42.80988,22.29881,crna-trava
Crnatovo,Selo,,Jablanica,Central Serbia,,42.99531,22.15281,crnatovo-jablanica-1
Crna Reka,Selo,,Pcinja,Central Serbia,,42.40806,22.29444,crna-reka-pcinja
Crnajka,Selo,,Bor,Central Serbia,,44.28706,22.14228,crnajka
Crna Glava,Selo,,Raska,Central Serbia,,43.37177,20.83205,crna-glava
Crna Bara,Selo,,North Banat,Vojvodina,,45.97326,20.27614,crna-bara-north-banat
Crna Bara,Selo,,Nisava,Central Serbia,,43.57448,21.8043,crna-bara-nisava
Crna Bara,Selo,,Jablanica,Central Serbia,,43.01684,22.165,crna-bara-jablanica
Crljenac,Selo,,Branicevo,Central Serbia,,44.49512,21.36142,crljenac
Crkvine,Selo,,Belgrade,Central Serbia,,44.39286,20.64614,crkvine-belgrade-1
Crkvine,Selo,,Raska,Central Serbia,,43.0512,20.38792,crkvine-raska
Crkvina,Selo,,Rasina,Central Serbia,,43.53695,21.4824,crkvina-rasina
Crkvica,Selo,,Jablanica,Central Serbia,,43.02917,21.69554,crkvica
Crkvenac,Selo,,Pomoravlje,Central Serbia,,44.19794,21.18645,crkvenac
Crkovnica,Selo,,Jablanica,Central Serbia,,43.12272,22.0185,crkovnica
Crepaja,Selo,,South Banat,Vojvodina,,45.00984,20.63702,crepaja
Ćovdin,Selo,,Branicevo,Central Serbia,,44.25276,21.44816,ćovdin
Čortanovci,Selo,,Srem,Vojvodina,,45.1546,20.01851,čortanovci
Cokoviće,Selo,,Raska,Central Serbia,,43.16667,20.57306,cokoviće
Čokot,Selo,,Nisava,Central Serbia,,43.30528,21.81361,čokot
Čokonjar,Selo,,Zajecar,Central Serbia,,44.02732,22.34491,čokonjar
Čoka,Grad,,North Banat,Vojvodina,,45.9425,20.14333,čoka
Čitluk,Selo,,Zajecar,Central Serbia,,43.64414,22.02204,čitluk-zajecar-1
Čitluk,Selo,,Rasina,Central Serbia,,43.59405,21.27194,čitluk-rasina
Ćirikovac,Selo,,Branicevo,Central Serbia,,44.66643,21.19134,ćirikovac
Činiglavci,Selo,,Pirot,Central Serbia,,43.05593,22.71711,činiglavci
Cikot,Selo,,Pomoravlje,Central Serbia,,43.89918,21.09006,cikot
Čiflik,Selo,,Pirot,Central Serbia,,43.22388,22.40814,čiflik
Ćićina,Selo,,Nisava,Central Serbia,,43.57607,21.64589,ćićina
Ćićevac,Grad,,Rasina,Central Serbia,,43.71882,21.44085,ćićevac
Čibutkovica,Selo,,Belgrade,Central Serbia,,44.31943,20.24139,čibutkovica
Čibukovac,Selo,,Raska,Central Serbia,,43.72121,20.62559,čibukovac
Četereže,Selo,,Branicevo,Central Serbia,,44.37121,21.2422,četereže
Cetanoviće,Selo,,Zlatibor,Central Serbia,,43.1635,20.106,cetanoviće
Čestobrodica,Selo,,Zlatibor,Central Serbia,,43.91792,20.01601,čestobrodica
Čestereg,Selo,,Central Banat,Vojvodina,,45.56361,20.53194,čestereg
Česta,Selo,,Nisava,Central Serbia,,43.43081,21.65276,česta
Češljeva Bara,Selo,,Branicevo,Central Serbia,,44.61587,21.48775,češljeva-bara
Češko Selo,Selo,,South Banat,Vojvodina,,44.94865,21.37114,češko-selo
Cerovo,Selo,,Nisava,Central Serbia,,43.62704,21.4877,cerovo-nisava
Cerovica,Selo,,Branicevo,Central Serbia,,44.46169,21.63947,cerovica-branicevo
Cerovica,Selo,,Zajecar,Central Serbia,,43.61256,22.05969,cerovica-zajecar
Cerovac,Selo,,Podunavlje District,Central Serbia,,44.32911,20.86687,cerovac-podunavlje-district
Cerovac,Selo,,Sumadija,Central Serbia,,44.09561,20.84895,cerovac-sumadija
Cerova,Selo,,Morava,Central Serbia,,44.12878,20.43432,cerova-morava
Cerova,Selo,,Zlatibor,Central Serbia,,43.75587,20.12061,cerova-zlatibor
Cerova,Selo,,Rasina,Central Serbia,,43.53201,21.27072,cerova-rasina
Cerova,Selo,,Pirot,Central Serbia,,43.31243,22.49158,cerova-pirot
Cernica,Selo,,Rasina,Central Serbia,,43.73193,21.26276,cernica
Cerje,Selo,,Raska,Central Serbia,,43.51167,20.62194,cerje-raska
Cerje,Selo,,Nisava,Central Serbia,,43.42905,21.91171,cerje-nisava
Cerevajka,Selo,,Pcinja,Central Serbia,,42.33637,21.57263,cerevajka
Ceremošnja,Selo,,Branicevo,Central Serbia,,44.40374,21.65105,ceremošnja
Čepure,Selo,,Pomoravlje,Central Serbia,,43.82666,21.35796,čepure
Čenta,Selo,,Central Banat,Vojvodina,,45.10814,20.38947,čenta
Ćenovac,Selo,,Jablanica,Central Serbia,,42.96512,21.84235,ćenovac
Ćelije,Selo,,Kolubara,Central Serbia,,44.35822,20.19001,ćelije-kolubara
Ćelije,Selo,,Rasina,Central Serbia,,43.41417,21.17639,ćelije-rasina
Ćelije,Selo,,Nisava,Central Serbia,,43.19897,22.1017,ćelije-nisava
Čekmin,Selo,,Jablanica,Central Serbia,,43.10671,21.90041,čekmin
Čedovo,Selo,,Zlatibor,Central Serbia,,43.30367,19.99942,čedovo
Čečina,Selo,,Morava,Central Serbia,,43.4424,20.39112,čečina-morava-1
Čečina,Selo,,Nisava,Central Serbia,,43.19846,21.86977,čečina-nisava
Čarovina,Selo,,Raska,Central Serbia,,43.13211,20.32052,čarovina
Carev Del,Selo,,Pirot,Central Serbia,,43.01181,22.56588,carev-del
Carevac,Selo,,Branicevo,Central Serbia,,44.67892,21.49461,carevac
Čar,Selo,,Pcinja,Central Serbia,,42.5969,21.75211,čar
Čapljinac,Selo,,Nisava,Central Serbia,,43.24982,21.84351,čapljinac
Čamurlija,Selo,,Nisava,Central Serbia,,43.3653,21.84699,čamurlija
Cakanovac,Selo,,Pcinja,Central Serbia,,42.27491,21.68058,cakanovac
Čairi,Selo,,Rasina,Central Serbia,,43.60722,21.00333,čairi
Čagrovac,Selo,,Nisava,Central Serbia,,43.20651,22.07199,čagrovac
Čačak,Grad,,Morava,Central Serbia,,43.89139,20.34972,čačak
Bzovik,Selo,,Raska,Central Serbia,,43.43284,20.44029,bzovik
Bzenice,Selo,,Rasina,Central Serbia,,43.48865,20.89108,bzenice-rasina-1
Buvce,Selo,,Jablanica,Central Serbia,,42.83554,21.68988,buvce
Busur,Selo,,Branicevo,Central Serbia,,44.22491,21.38536,busur
Buštranje,Selo,,Pcinja,Central Serbia,,42.42581,21.9204,buštranje-pcinja-1
Buštranje,Selo,,Pcinja,Central Serbia,,42.33152,21.75407,buštranje-pcinja-2
Busilovac,Selo,,Pomoravlje,Central Serbia,,43.79729,21.48181,busilovac
Busenje,Selo,,Central Banat,Vojvodina,,45.43626,20.82119,busenje
Burovo,Selo,,Belgrade,Central Serbia,,44.40111,20.28778,burovo
Burovac,Selo,,Branicevo,Central Serbia,,44.2733,21.35603,burovac
Burdimo,Selo,,Nisava,Central Serbia,,43.40987,22.23723,burdimo
Bunuševce,Selo,,Pcinja,Central Serbia,,42.54071,21.87691,bunuševce
Bunuša,Selo,,Jablanica,Central Serbia,,42.89219,21.87018,bunuša
Bunar,Selo,,Pomoravlje,Central Serbia,,43.92004,21.14698,bunar-pomoravlje
Buljesovce,Selo,,Pcinja,Central Serbia,,42.43593,21.92418,buljesovce
Buljan,Selo,,Pomoravlje,Central Serbia,,43.89917,21.5351,buljan
Bulinovac,Selo,,Zajecar,Central Serbia,,43.60389,22.18222,bulinovac
Bulatovac,Selo,,Toplica,Central Serbia,,43.2673,21.51191,bulatovac
Bukurovac,Selo,,Pirot,Central Serbia,,43.24404,22.34128,bukurovac
Bukovska,Selo,,Branicevo,Central Serbia,,44.41774,21.67263,bukovska
Bukovik,Selo,,Sumadija,Central Serbia,,44.32943,20.51738,bukovik-sumadija
Bukovica,Selo,,Raska,Central Serbia,,43.72919,20.53812,bukovica-raska
Bukovica,Selo,,Rasina,Central Serbia,,43.49783,21.31852,bukovica-rasina
Bukovče,Selo,,Bor,Central Serbia,,44.20278,22.60083,bukovče-bor
Bukovče,Selo,,Pomoravlje,Central Serbia,,44.00627,21.23222,bukovče-pomoravlje
Bukova Glava,Selo,,Jablanica,Central Serbia,,42.84583,21.84056,bukova-glava
Bukovac,Selo,,Pomoravlje,Central Serbia,,44.1173,21.47014,bukovac-pomoravlje
Bukovac,Selo,,Pcinja,Central Serbia,,42.36048,21.64837,bukovac-pcinja
Bukorovac,Selo,,Sumadija,Central Serbia,,43.98737,21.0035,bukorovac-sumadija-1
Bukurevac,Selo,,Pcinja,Central Serbia,,42.3359,21.70933,bukurevac
Bukoloram,Selo,,Toplica,Central Serbia,,43.162,21.47487,bukoloram
Bujkoviće,Selo,,Raska,Central Serbia,,42.99283,20.30094,bujkoviće
Bujkovac,Selo,,Pcinja,Central Serbia,,42.56112,22.01896,bujkovac
Bujić,Selo,,Pcinja,Central Serbia,,42.33708,21.6034,bujić
Bujanovac,Grad,,Pcinja,Central Serbia,,42.45917,21.76667,bujanovac
Budoželja,Selo,,Morava,Central Serbia,,43.53422,20.28989,budoželja
Budilovina,Selo,,Rasina,Central Serbia,,43.43601,20.99103,budilovina
Buđevo,Selo,,Zlatibor,Central Serbia,,43.14514,20.05121,buđevo
Bučum,Selo,,Nisava,Central Serbia,,43.44623,22.2542,bučum
Bučje,Selo,,Bor,Central Serbia,,44.13811,22.14904,bučje-bor
Bučje,Selo,,Zajecar,Central Serbia,,43.68,22.12722,bučje-zajecar
Bučje,Selo,,Rasina,Central Serbia,,43.54827,21.05438,bučje-rasina
Bučince,Selo,,Toplica,Central Serbia,,43.15358,21.59303,bučince
Bučić,Selo,,Nisava,Central Serbia,,43.23232,21.69619,bučić
Buci,Selo,,Rasina,Central Serbia,,43.48078,21.35351,buci
Gornje Buceljevo,Selo,,Pcinja,Central Serbia,,42.46423,22.45552,gornje-buceljevo
Bubušinac,Selo,,Branicevo,Central Serbia,,44.66641,21.23661,bubušinac
Bublica,Selo,,Toplica,Central Serbia,,43.05951,21.59972,bublica
Bubanj,Selo,,Nisava,Central Serbia,,43.29616,21.83815,bubanj-nisava
Brzohode,Selo,,Branicevo,Central Serbia,,44.36668,21.27707,brzohode
Brzi Brod,Selo,,Nisava,Central Serbia,,43.31068,21.96686,brzi-brod
Brzeće,Selo,,Rasina,Central Serbia,,43.30172,20.88498,brzeće
Brza Palanka,Selo,,Bor,Central Serbia,,44.47089,22.44682,brza-palanka
Brzan,Selo,,Sumadija,Central Serbia,,44.12398,21.11508,brzan
Brza,Selo,,Jablanica,Central Serbia,,42.85808,21.88724,brza
Brvenik,Selo,,Raska,Central Serbia,,43.35444,20.64615,brvenik-raska
Brvenik,Selo,,Jablanica,Central Serbia,,42.81186,21.42673,brvenik-jablanica
Donja Brvenica,Selo,,Raska,Central Serbia,,43.35001,20.59051,donja-brvenica
Brusnik,Selo,,Zajecar,Central Serbia,,44.10675,22.44812,brusnik-zajecar
Brusnik,Selo,,Morava,Central Serbia,,43.36388,20.35157,brusnik-morava
Brusnica,Selo,,Morava,Central Serbia,,44.01281,20.44048,brusnica
Brus,Selo,,Rasina,Central Serbia,,43.3846,21.02888,brus
Brodica,Selo,,Branicevo,Central Serbia,,44.48987,21.82001,brodica
Brod,Selo,,Jablanica,Central Serbia,,42.85334,22.28889,brod
Brnjica,Selo,,Branicevo,Central Serbia,,44.65236,21.76869,brnjica-branicevo
Brnjica,Selo,,Zlatibor,Central Serbia,,43.28262,20.19125,brnjica-zlatibor
Brnjare,Selo,,Pcinja,Central Serbia,,42.3954,21.9128,brnjare
Brlog,Selo,,Pirot,Central Serbia,,43.20184,22.80728,brlog-pirot
Bričevlje,Selo,,Jablanica,Central Serbia,,42.82014,22.12978,bričevlje
Brgule,Selo,,Kolubara,Central Serbia,,44.52343,20.17487,brgule
Brezovica,Selo,,Morava,Central Serbia,,43.74669,20.41436,brezovica-morava
Brezovica,Selo,,Rasina,Central Serbia,,43.56608,20.97071,brezovica-rasina
Brezovica,Selo,,Jablanica,Central Serbia,,42.95229,22.17869,brezovica-jablanica
Brezovac,Selo,,Sumadija,Central Serbia,,44.25293,20.58628,brezovac-sumadija
Brezova,Selo,,Morava,Central Serbia,,43.54007,20.05946,brezova-morava
Brezova,Selo,,Raska,Central Serbia,,43.49138,20.50409,brezova-raska-1
Breznica,Selo,,Branicevo,Central Serbia,,44.27663,21.57086,breznica-branicevo
Breznica,Selo,,Pcinja,Central Serbia,,42.53714,21.71576,breznica-pcinja
Brezna,Selo,,Morava,Central Serbia,,44.05184,20.28093,brezna-morava
Brezna,Selo,,Raska,Central Serbia,,43.566,20.67967,brezna-raska
Brežđe,Selo,,Kolubara,Central Serbia,,44.17255,20.06063,brežđe-kolubara
Brežane,Selo,,Branicevo,Central Serbia,,44.65465,21.07623,brežane
Brestovo,Selo,,Pomoravlje,Central Serbia,,44.11757,21.32726,brestovo-pomoravlje
Brestovo,Selo,,Pcinja,Central Serbia,,42.70966,21.98602,brestovo-pcinja
Brestovik,Selo,,Belgrade,Central Serbia,,44.64485,20.76402,brestovik
Brestov Dol,Selo,,Pirot,Central Serbia,,43.04127,22.30772,brestov-dol
Brestovac,Selo,,Bor,Central Serbia,,44.1836,22.40538,brestovac-bor-1
Brestovac,Selo,,Bor,Central Serbia,,44.03924,22.09213,brestovac-bor-2
Brestovac,Selo,,Jablanica,Central Serbia,,43.15319,21.87772,brestovac-jablanica-1
Brestovac,Selo,,Jablanica,Central Serbia,,43.04003,21.63501,brestovac-jablanica-2
Brest,Selo,,Nisava,Central Serbia,,43.27944,21.72972,brest
Bresno Polje,Selo,,Rasina,Central Serbia,,43.57899,21.17098,bresno-polje
Bresnik,Selo,,Raska,Central Serbia,,43.56938,20.54144,bresnik-raska
Bresnik,Selo,,Toplica,Central Serbia,,43.15599,21.42287,bresnik-toplica
Bresničić,Selo,,Toplica,Central Serbia,,43.25057,21.44501,bresničić
Bresnica,Selo,,Pcinja,Central Serbia,,42.5742,21.95861,bresnica-pcinja-1
Bresnica,Selo,,Pcinja,Central Serbia,,42.44077,22.46097,bresnica-pcinja-2
Bresje,Selo,,Pomoravlje,Central Serbia,,44.13861,21.22139,bresje-pomoravlje-1
Brenica,Selo,,Nisava,Central Serbia,,43.3827,21.92902,brenica
Brekovo,Selo,,Zlatibor,Central Serbia,,43.64529,20.0115,brekovo
Brejanovce,Selo,,Jablanica,Central Serbia,,43.10204,21.93773,brejanovce
Bregovina,Selo,,Toplica,Central Serbia,,43.0817,21.56824,bregovina
Brebevnica,Selo,,Pirot,Central Serbia,,43.04855,22.89192,brebevnica
Brđani,Selo,,Morava,Central Serbia,,43.95743,20.38703,brđani-morava-1
Brđani,Selo,,Rasina,Central Serbia,,43.34886,21.05331,brđani-rasina
Brđani,Selo,,Raska,Central Serbia,,43.08861,20.60722,brđani-raska
Bratmilovce,Selo,,Jablanica,Central Serbia,,43.00292,21.98582,bratmilovce
Bratljevo,Selo,,Morava,Central Serbia,,43.46561,20.19429,bratljevo-morava-1
Bratiševac,Selo,,Pirot,Central Serbia,,43.10259,22.36956,bratiševac
Bratinac,Selo,,Branicevo,Central Serbia,,44.64146,21.25256,bratinac
Bratići,Selo,,Rasina,Central Serbia,,43.50237,21.05836,bratići
Brankovci,Selo,,Pcinja,Central Serbia,,42.41219,22.48809,brankovci
Braničevo,Selo,,Branicevo,Central Serbia,,44.705,21.53833,braničevo
Brančić,Selo,,Kolubara,Central Serbia,,44.21435,20.27303,brančić
Braljina,Selo,,Nisava,Central Serbia,,43.66355,21.48151,braljina-nisava
Braljina,Selo,,Rasina,Central Serbia,,43.65384,21.46664,braljina-rasina
Brajkovac,Selo,,Belgrade,Central Serbia,,44.30277,20.34207,brajkovac-belgrade
Brajkovac,Selo,,Rasina,Central Serbia,,43.64074,21.19733,brajkovac-rasina
Brainovac,Selo,,Pomoravlje,Central Serbia,,43.77884,21.12959,brainovac
Brajići,Selo,,Morava,Central Serbia,,44.0927,20.19786,brajići-morava
Bradarac,Selo,,Branicevo,Central Serbia,,44.68812,21.23012,bradarac-branicevo
Bradarac,Selo,,Nisava,Central Serbia,,43.61765,21.64641,bradarac-nisava
Braćevac,Selo,,Bor,Central Serbia,,44.0697,22.50405,braćevac
Braćak,Selo,,Raska,Central Serbia,,43.09008,20.16152,braćak
Božurnja,Selo,,Sumadija,Central Serbia,,44.23229,20.69703,božurnja
Božurevac,Selo,,Rasina,Central Serbia,,43.71646,21.0456,božurevac
Bozoljin,Selo,,Rasina,Central Serbia,,43.24824,20.88065,bozoljin
Božinovac,Selo,,Zajecar,Central Serbia,,43.53384,22.04906,božinovac
Božinjevac,Selo,,Pcinja,Central Serbia,,42.43259,21.75979,božinjevac
Božica,Selo,,Pcinja,Central Serbia,,42.61512,22.40352,božica
Boževac,Selo,,Branicevo,Central Serbia,,44.54182,21.39428,boževac
Boždarevac,Selo,,Belgrade,Central Serbia,,44.5645,20.40044,boždarevac-belgrade-1
Bovan,Selo,,Nisava,Central Serbia,,43.63464,21.71934,bovan-nisava
Bovan,Selo,,Rasina,Central Serbia,,43.54198,21.41816,bovan-rasina
Boturovina,Selo,,Raska,Central Serbia,,43.17889,20.48389,boturovina
Botunje,Selo,,Sumadija,Central Serbia,,44.0635,21.01963,botunje
Botunja,Selo,,Rasina,Central Serbia,,43.42697,21.04401,botunja
Botoš,Selo,,Central Banat,Vojvodina,,45.30837,20.63514,botoš
Bosuta,Selo,,Sumadija,Central Serbia,,44.23011,20.46676,bosuta
Bošnjanović,Selo,,Kolubara,Central Serbia,,44.26236,20.20092,bošnjanović
Bošnjane,Selo,,Sumadija,Central Serbia,,44.257,20.97024,bošnjane-sumadija
Bošnjane,Selo,,Pomoravlje,Central Serbia,,43.88981,21.47615,bošnjane-pomoravlje
Bošnjane,Selo,,Rasina,Central Serbia,,43.66382,21.36557,bošnjane-rasina
Bošnjak,Selo,,Branicevo,Central Serbia,,44.37279,21.31173,bošnjak-branicevo
Bošnjace,Selo,,Jablanica,Central Serbia,,42.94635,21.82715,bošnjace
Bosilegrad,Grad,,Pcinja,Central Serbia,,42.5011,22.47238,bosilegrad
Borovo,Selo,,Raska,Central Serbia,,43.49365,20.73425,borovo
Boroviće,Selo,,Raska,Central Serbia,,43.34002,20.50408,boroviće-raska-1
Borovci,Selo,,Raska,Central Serbia,,43.48308,20.54811,borovci
Borovac,Selo,,Zajecar,Central Serbia,,43.738,22.29197,borovac-zajecar
Borovac,Selo,,Jablanica,Central Serbia,,42.77832,21.57829,borovac-jablanica
Borovac,Selo,,Pcinja,Central Serbia,,42.40701,21.74765,borovac-pcinja-1
Boroštica,Selo,,Raska,Central Serbia,,43.06179,20.10573,boroštica
Borin Dol,Selo,,Jablanica,Central Serbia,,42.98665,22.21224,borin-dol
Borince,Selo,,Jablanica,Central Serbia,,42.97949,21.56737,borince
Borča,Selo,,Belgrade,Central Serbia,,44.86969,20.45413,borča
Boranci,Selo,,Rasina,Central Serbia,,43.19849,20.91664,boranci
Bor,Grad,,Bor,Central Serbia,,44.07488,22.09591,bor
Boljkovci,Selo,,Morava,Central Serbia,,44.14355,20.34556,boljkovci
Boljevci,Selo,,Belgrade,Central Serbia,,44.72355,20.22348,boljevci
Boljevac,Grad,,Zajecar,Central Serbia,,43.83028,21.95306,boljevac-zajecar
Boljevac,Selo,,Rasina,Central Serbia,,43.4104,21.50679,boljevac-rasina
Boljetin,Selo,,Bor,Central Serbia,,44.52407,22.03026,boljetin
Boljare,Selo,,Jablanica,Central Serbia,,42.97344,22.16672,boljare-jablanica
Boleč,Selo,,Belgrade,Central Serbia,,44.72772,20.60378,boleč
Boka,Selo,,Central Banat,Vojvodina,,45.3554,20.82987,boka
Bojnik,Grad,,Jablanica,Central Serbia,,43.01224,21.721,bojnik-jablanica
Bojišina,Selo,,Jablanica,Central Serbia,,42.88479,22.10237,bojišina
Bojin Del,Selo,,Pcinja,Central Serbia,,42.60628,21.93096,bojin-del
Bojince,Selo,,Rasina,Central Serbia,,43.53079,21.56967,bojince
Bojanići,Selo,,Raska,Central Serbia,,43.4322,20.6461,bojanići
Bogutovac,Selo,,Raska,Central Serbia,,43.66635,20.54948,bogutovac
Bogunovac,Selo,,Jablanica,Central Serbia,,42.78108,21.51347,bogunovac
Bogujevac,Selo,,Toplica,Central Serbia,,43.16743,21.35934,bogujevac
Bogojevac,Selo,,Toplica,Central Serbia,,43.04389,21.50222,bogojevac
Bogovina,Selo,,Zajecar,Central Serbia,,43.89296,21.94985,bogovina
Bogoševo,Selo,,Pcinja,Central Serbia,,42.61199,22.07615,bogoševo
Bogojevići,Selo,,Zlatibor,Central Serbia,,43.71972,20.0872,bogojevići
Bogojevce,Selo,,Jablanica,Central Serbia,,43.05107,21.96239,bogojevce
Bogiše,Selo,,Rasina,Central Serbia,,43.37868,21.18528,bogiše
Bogdinac,Selo,,Zajecar,Central Serbia,,43.6608,21.98446,bogdinac
Bogdanovica,Selo,,Kolubara,Central Serbia,,44.475,20.08194,bogdanovica
Bogdanovac,Selo,,Pirot,Central Serbia,,43.06815,22.30475,bogdanovac-pirot
Bogdanovac,Selo,,Pcinja,Central Serbia,,42.41084,21.80316,bogdanovac-pcinja
Bogdanje,Selo,,Rasina,Central Serbia,,43.63791,21.02436,bogdanje
Bogdanica,Selo,,Morava,Central Serbia,,44.0456,20.10783,bogdanica
Bogava,Selo,,Pomoravlje,Central Serbia,,44.09509,21.32548,bogava
Bogalinac,Selo,,Pomoravlje,Central Serbia,,43.82224,21.033,bogalinac
Boćevica,Selo,,Jablanica,Central Serbia,,42.87744,22.12111,boćevica
Boće,Selo,,Raska,Central Serbia,,43.4325,20.7675,boće
Bočar,Selo,,Central Banat,Vojvodina,,45.76994,20.2839,bočar
Bobovo,Selo,,Pomoravlje,Central Serbia,,44.23697,21.27508,bobovo
Bobovište,Selo,,Nisava,Central Serbia,,43.56235,21.64706,bobovište
Bobote,Selo,,Rasina,Central Serbia,,43.4579,21.11622,bobote
Bobište,Selo,,Jablanica,Central Serbia,,43.01354,21.9747,bobište
Bliznak,Selo,,Branicevo,Central Serbia,,44.17889,21.54504,bliznak
Blendija,Selo,,Zajecar,Central Serbia,,43.65111,21.91861,blendija
Blaževo,Selo,,Rasina,Central Serbia,,43.22887,20.9086,blaževo
Blato,Selo,,Pirot,Central Serbia,,43.15118,22.49721,blato-pirot
Blagojev Kamen,Selo,,Branicevo,Central Serbia,,44.4375,21.85639,blagojev-kamen
Blace,Grad,,Toplica,Central Serbia,,43.29528,21.28583,blace
Bjeluša,Selo,,Zlatibor,Central Serbia,,43.61482,20.01263,bjeluša-zlatibor-1
Bitvrđa,Selo,,Pcinja,Central Serbia,,42.69574,22.26916,bitvrđa
Bistrica,Selo,,Belgrade,Central Serbia,,44.37622,20.34099,bistrica-belgrade
Bistrica,Selo,,Branicevo,Central Serbia,,44.33515,21.50102,bistrica-branicevo
Bistrica,Selo,,Jablanica,Central Serbia,,42.89638,22.23271,bistrica-jablanica-1
Bistrica,Selo,,Jablanica,Central Serbia,,42.84145,22.07219,bistrica-jablanica-2
Bistar,Selo,,Pcinja,Central Serbia,,42.37444,22.43944,bistar
